category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,copy_number
Books,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.81,1
,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Men's Slim Fit Jeans,1,SKU-FA-001,completed,56.08,1
Sports,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Adjustable Dumbbell Set,1,SKU-SP-002,completed,178.92,1
Electronics,mobile_app,BG,EUR,customer991@example.com,991,2026-08-24,ORD10094,2026-03-01T13:06:25,4K Action Camera,2,SKU-EL-004,completed,186.98,1
Sports,web,DE,RON,customer1448@example.com,1448,2026-08-31,ORD10095,1773753676,Adjustable Dumbbell Set,1,SKU-SP-002,completed,166.71,1
Fashion,mobile_app,RO,EUR,customer1974@example.com,1974,2026-08-24,ORD10096,31/05/2026 05:16,Running Shoes Pro,1,SKU-FA-003,refunded,95.01,1
Books,mobile_app,RO,EUR,customer178@example.com,178,2026-08-26,ORD10097,2026-06-01T09:32:20,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.01,1
Electronics,mobile_app,RO,EUR,customer178@example.com,178,2026-08-26,ORD10097,2026-06-01T09:32:20,USB-C Fast Charger 65W,1,SKU-EL-002,completed,34.76,1
Electronics,mobile_app,RO,EUR,customer178@example.com,178,2026-08-26,ORD10097,2026-06-01T09:32:20,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.22,1
Fashion,web,RO,RON,customer1589@example.com,,2026-08-25,ORD10098,1774955206,Men's Slim Fit Jeans,1,SKU-FA-001,completed,52.03,1
Electronics,web,RO,EUR,customer1380@example.com,1380,2026-08-27,ORD10099,2026-03-08T09:48:08,Bluetooth Speaker Mini,1,SKU-EL-003,completed,50.16,1
Fashion,web,RO,EUR,customer1380@example.com,1380,2026-08-27,ORD10099,2026-03-08T09:48:08,Women's Wool Coat,3,SKU-FA-002,completed,150.31,1
Electronics,marketplace,RO,EUR,customer1109@example.com,1109,2026-08-27,ORD10100,2026-06-14T16:00:56,Bluetooth Speaker Mini,1,SKU-EL-003,completed,49.79,1
Fashion,marketplace,RO,EUR,customer1109@example.com,1109,2026-08-27,ORD10100,2026-06-14T16:00:56,Men's Slim Fit Jeans,1,SKU-FA-001,completed,53.83,1
Fashion,marketplace,RO,EUR,customer1109@example.com,1109,2026-08-27,ORD10100,2026-06-14T16:00:56,Women's Wool Coat,3,SKU-FA-002,completed,157.06,1
Home & Kitchen,web,RO,EUR,customer750@example.com,750,2026-08-24,ORD10101,2026-03-24T07:43:01,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,31.23,1
Beauty,web,RO,RON,customer1639@example.com,1639,2026-08-25,ORD10102,2026-01-30T00:56:40,Vitamin C Serum 30ml,1,SKU-BE-001,completed,25.3,1
Fashion,web,RO,RON,customer1639@example.com,1639,2026-08-25,ORD10102,2026-01-30T00:56:40,Men's Slim Fit Jeans,3,SKU-FA-001,completed,51.69,1
Sports,web,RO,RON,customer1639@example.com,1639,2026-08-25,ORD10102,2026-01-30T00:56:40,Yoga Mat Premium,1,SKU-SP-001,completed,30.94,1
Home & Kitchen,web,RO,RON,customer1509@example.com,1509,2026-08-30,ORD10103,2026-01-16T05:24:19,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.94,1
Beauty,mobile_app,RO,EUR,customer1338@example.com,1338,2026-08-24,ORD10104,21/02/2026 22:30,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,65.27,1
Electronics,web,RO,EUR,customer1536@example.com,1536,2026-08-29,ORD10105,2026-02-02T09:51:32,USB-C Fast Charger 65W,1,SKU-EL-002,completed,33.79,1
Beauty,web,HU,RON,customer507@example.com,507,2026-08-27,ORD10106,28/03/2026 01:16,Hair Dryer Ionic 2200W,3,SKU-BE-002,completed,69.74,1
Sports,web,HU,RON,customer507@example.com,507,2026-08-27,ORD10106,28/03/2026 01:16,Adjustable Dumbbell Set,1,SKU-SP-002,completed,173.48,1
Home & Kitchen,mobile_app,RO,RON,customer466@example.com,466,2026-09-03,ORD10107,2026-03-27T19:13:05,Stainless Steel Kettle,1,SKU-HK-001,completed,42.29,1
Home & Kitchen,mobile_app,RO,RON,customer466@example.com,466,2026-09-03,ORD10107,2026-03-27T19:13:05,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,28.77,1
Fashion,marketplace,DE,EUR,customer452@example.com,452,2026-09-02,ORD10108,23/03/2026 23:46,Women's Wool Coat,1,SKU-FA-002,completed,152.04,1
Electronics,web,RO,EUR,customer558@example.com,558,2026-08-25,ORD10109,2026-04-06T12:52:03,USB-C Fast Charger 65W,2,SKU-EL-002,refunded,34.49,1
Home & Kitchen,web,RO,EUR,customer558@example.com,558,2026-08-25,ORD10109,2026-04-06T12:52:03,Non-stick Frying Pan 28cm,1,SKU-HK-002,refunded,26.36,1
Sports,web,RO,EUR,customer546@example.com,546,2026-08-30,ORD10110,2026-01-14T20:40:36,Yoga Mat Premium,1,SKU-SP-001,completed,35.04,1
Sports,web,RO,EUR,customer546@example.com,546,2026-08-30,ORD10110,2026-01-14T20:40:36,Adjustable Dumbbell Set,1,SKU-SP-002,completed,180.81,1
Home & Kitchen,web,RO,RON,customer1126@example.com,1126,2026-09-01,ORD10111,2026-02-19T04:31:22,Air Fryer 5L,3,SKU-HK-003,completed,112.72,1
Beauty,web,RO,RON,customer1415@example.com,1415,2026-08-31,ORD10112,2026-04-26T18:33:02,Vitamin C Serum 30ml,3,SKU-BE-001,completed,27.47,1
Beauty,mobile_app,BG,EUR,customer1144@example.com,1144,2026-08-29,ORD10113,2026-05-27T22:27:57,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,70.18,1
Books,mobile_app,BG,EUR,customer1144@example.com,1144,2026-08-29,ORD10113,2026-05-27T22:27:57,The Pragmatic Programmer,2,SKU-BK-002,completed,42.02,1
Beauty,mobile_app,BG,RON,customer752@example.com,752,2026-08-28,ORD10114,31/05/2026 16:02,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,61.6,1
Home & Kitchen,web,RO,RON,customer1256@example.com,1256,2026-08-27,ORD10115,21/03/2026 13:49,Stainless Steel Kettle,1,SKU-HK-001,completed,38.06,1
Books,web,RO,EUR,customer1209@example.com,1209,2026-08-23,ORD10116,2026-03-13T03:20:00,The Pragmatic Programmer,3,SKU-BK-002,completed,46.92,1
Electronics,web,DE,EUR,customer120@example.com,120,2026-08-27,ORD10117,2026-02-21T14:47:26,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.46,1
Electronics,web,DE,EUR,customer120@example.com,120,2026-08-27,ORD10117,2026-02-21T14:47:26,4K Action Camera,2,SKU-EL-004,completed,190.2,1
Beauty,mobile_app,RO,EUR,customer692@example.com,692,2026-09-01,ORD10118,1776182963,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.31,1
Sports,mobile_app,RO,EUR,customer692@example.com,692,2026-09-01,ORD10118,1776182963,Adjustable Dumbbell Set,1,SKU-SP-002,completed,191.16,1
Fashion,web,RO,EUR,customer619@example.com,619,2026-08-26,ORD10119,2026-02-13T02:04:01,Women's Wool Coat,3,SKU-FA-002,completed,145.33,1
Electronics,marketplace,RO,EUR,customer512@example.com,512,2026-09-02,ORD10120,2026-06-07T11:52:47,Bluetooth Speaker Mini,2,SKU-EL-003,completed,51.87,1
Home & Kitchen,web,DE,EUR,customer1497@example.com,1497,2026-08-23,ORD10121,2026-03-16T02:08:01,Air Fryer 5L,1,SKU-HK-003,completed,114.7,1
Sports,web,DE,EUR,customer1497@example.com,1497,2026-08-23,ORD10121,2026-03-16T02:08:01,Adjustable Dumbbell Set,3,SKU-SP-002,completed,161.72,1
Electronics,mobile_app,RO,RON,customer1179@example.com,1179,2026-09-01,ORD10122,2026-02-13T02:59:38,USB-C Fast Charger 65W,1,SKU-EL-002,completed,32.86,1
Sports,marketplace,RO,EUR,customer1171@example.com,1171,2026-08-27,ORD10123,1777560311,Adjustable Dumbbell Set,1,SKU-SP-002,completed,189.84,1
Fashion,mobile_app,HU,RON,customer625@example.com,625,2026-08-31,ORD10124,09/03/2026 21:47,Men's Slim Fit Jeans,1,SKU-FA-001,completed,53.61,1
Home & Kitchen,web,RO,RON,customer1680@example.com,1680,2026-09-03,ORD10125,08/03/2026 15:45,Air Fryer 5L,2,SKU-HK-003,completed,112.14,1
Electronics,web,RO,EUR,customer1856@example.com,1856,2026-08-29,ORD10126,2026-01-09T10:38:27,Wireless Earbuds X2,2,SKU-EL-001,completed,78.17,1
Fashion,web,RO,EUR,customer1856@example.com,1856,2026-08-29,ORD10126,2026-01-09T10:38:27,Women's Wool Coat,1,SKU-FA-002,completed,157.91,1
Books,web,RO,EUR,customer1980@example.com,1980,2026-08-29,ORD10127,29/06/2026 21:06,The Pragmatic Programmer,1,SKU-BK-002,completed,40.98,1
Beauty,web,HU,EUR,customer1282@example.com,1282,2026-08-25,ORD10128,1773721244,Vitamin C Serum 30ml,2,SKU-BE-001,completed,25.77,1
Home & Kitchen,web,RO,EUR,customer313@example.com,313,2026-09-03,ORD10129,1772466513,Stainless Steel Kettle,1,SKU-HK-001,completed,43.55,1
Electronics,web,RO,EUR,customer1578@example.com,1578,2026-09-01,ORD10130,1776702114,4K Action Camera,1,SKU-EL-004,completed,201.83,1
Fashion,web,RO,RON,customer1683@example.com,1683,2026-08-31,ORD10131,2026-05-24T08:54:43,Women's Wool Coat,1,SKU-FA-002,completed,137.2,1
Fashion,web,RO,RON,customer1683@example.com,1683,2026-08-31,ORD10131,2026-05-24T08:54:43,Running Shoes Pro,2,SKU-FA-003,completed,87.63,1
Fashion,web,RO,RON,customer1683@example.com,1683,2026-08-31,ORD10131,2026-05-24T08:54:43,Running Shoes Pro,2,SKU-FA-003,completed,87.63,2
Books,web,RO,EUR,customer846@example.com,846,2026-08-28,ORD10132,1778488800,Atomic Habits (RO ed.),2,SKU-BK-001,completed,19.95,1
Electronics,marketplace,HU,EUR,customer641@example.com,641,2026-08-28,ORD10133,2026-05-25T04:09:03,USB-C Fast Charger 65W,1,SKU-EL-002,completed,34.17,1
Fashion,mobile_app,RO,EUR,customer1058@example.com,1058,2026-08-25,ORD10134,2026-01-10T13:44:00,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.34,1
Fashion,mobile_app,RO,EUR,customer1058@example.com,1058,2026-08-25,ORD10134,2026-01-10T13:44:00,Running Shoes Pro,1,SKU-FA-003,completed,86.2,1
Books,web,BG,RON,internal.tester1808@aqurate.ai,1808,2026-08-26,ORD10135,2026-02-18T13:28:04,Atomic Habits (RO ed.),1,SKU-BK-001,test,18.33,1
Electronics,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.09,1
Electronics,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.09,2
Home & Kitchen,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,Air Fryer 5L,1,SKU-HK-003,completed,118.94,1
Electronics,web,HU,EUR,customer1232@example.com,1232,2026-08-30,ORD10137,1771331205,Wireless Earbuds X2,3,SKU-EL-001,completed,74.57,1
Home & Kitchen,web,HU,EUR,customer1232@example.com,1232,2026-08-30,ORD10137,1771331205,Air Fryer 5L,1,SKU-HK-003,completed,108.41,1
Electronics,mobile_app,DE,EUR,customer74@example.com,74,2026-08-23,ORD10138,2026-02-28T02:48:48,Bluetooth Speaker Mini,1,SKU-EL-003,completed,45.42,1
Books,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,The Pragmatic Programmer,1,SKU-BK-002,completed,40,1
Fashion,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,Running Shoes Pro,2,SKU-FA-003,completed,85.58,1
Home & Kitchen,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,Air Fryer 5L,2,SKU-HK-003,completed,112.64,1
Electronics,web,BG,EUR,customer615@example.com,615,2026-08-26,ORD10140,04/03/2026 21:35,Wireless Earbuds X2,2,SKU-EL-001,completed,75.09,1
Beauty,mobile_app,BG,EUR,customer1772@example.com,1772,2026-08-29,ORD10141,2026-03-07T01:43:27,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.58,1
Electronics,web,HU,RON,customer695@example.com,695,2026-08-30,ORD10142,2026-05-02T15:45:07,4K Action Camera,2,SKU-EL-004,completed,196.76,1
Sports,web,HU,RON,customer695@example.com,695,2026-08-30,ORD10142,2026-05-02T15:45:07,Yoga Mat Premium,1,SKU-SP-001,completed,30.02,1
Sports,web,HU,RON,customer695@example.com,695,2026-08-30,ORD10142,2026-05-02T15:45:07,Adjustable Dumbbell Set,1,SKU-SP-002,completed,168.08,1
Electronics,web,RO,EUR,customer1922@example.com,1922,2026-08-28,ORD10143,2026-01-26T18:30:24,4K Action Camera,1,SKU-EL-004,completed,205.34,1
Beauty,web,RO,EUR,customer640@example.com,640,2026-08-25,ORD10144,2026-05-28T06:50:14,Vitamin C Serum 30ml,2,SKU-BE-001,completed,25.85,1
Beauty,web,HU,RON,customer1126@example.com,1126,2026-08-30,ORD10145,1769600529,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.74,1
Home & Kitchen,mobile_app,HU,EUR,customer1826@example.com,1826,2026-08-24,ORD10146,12/06/2026 08:51,Air Fryer 5L,2,SKU-HK-003,completed,123.07,1
Fashion,mobile_app,RO,EUR,customer934@example.com,934,2026-08-25,ORD10147,06/05/2026 03:12,Women's Wool Coat,3,SKU-FA-002,completed,141.87,1
Sports,web,HU,EUR,customer720@example.com,720,2026-09-03,ORD10148,2026-06-14T05:33:23,Yoga Mat Premium,2,SKU-SP-001,completed,33.9,1
Sports,web,RO,EUR,customer1123@example.com,1123,2026-08-24,ORD10149,2026-04-04T16:01:43,Adjustable Dumbbell Set,1,SKU-SP-002,completed,169.48,1
Electronics,mobile_app,RO,EUR,customer1221@example.com,1221,2026-08-30,ORD10150,2026-04-18T18:53:46,4K Action Camera,1,SKU-EL-004,completed,192.64,1
Books,web,RO,EUR,customer1547@example.com,1547,2026-08-26,ORD10151,01/01/2026 00:51,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.5,1
Electronics,web,RO,EUR,customer1547@example.com,1547,2026-08-26,ORD10151,01/01/2026 00:51,4K Action Camera,3,SKU-EL-004,completed,192.13,1
Beauty,web,DE,RON,customer2@example.com,2,2026-08-31,ORD10152,1780995555,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,63.18,1
Sports,web,DE,RON,customer2@example.com,2,2026-08-31,ORD10152,1780995555,Adjustable Dumbbell Set,1,SKU-SP-002,completed,179.38,1
Books,web,RO,EUR,customer1813@example.com,1813,2026-08-23,ORD10153,1774552799,Atomic Habits (RO ed.),2,SKU-BK-001,completed,20.77,1
Beauty,web,BG,EUR,customer870@example.com,870,2026-08-24,ORD10154,2026-04-23T05:23:19,Hair Dryer Ionic 2200W,3,SKU-BE-002,completed,65.89,1
Electronics,web,BG,EUR,customer870@example.com,870,2026-08-24,ORD10154,2026-04-23T05:23:19,Wireless Earbuds X2,3,SKUEL001,completed,84.45,1
Books,web,RO,RON,customer1298@example.com,1298,2026-08-24,ORD10155,2026-04-23T13:15:51,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.87,1
Electronics,web,BG,RON,customer1535@example.com,1535,2026-08-28,ORD10156,2026-06-02T10:27:56,USB-C Fast Charger 65W,1,SKU-EL-002,completed,33.06,1
Home & Kitchen,web,HU,EUR,customer1262@example.com,1262,2026-08-31,ORD10157,2026-06-16T13:54:35,Stainless Steel Kettle,1,SKU-HK-001,completed,40.91,1
Fashion,mobile_app,DE,EUR,customer1982@example.com,1982,2026-08-30,ORD10158,2026-06-09T13:30:37,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.49,1
Books,marketplace,RO,EUR,customer951@example.com,951,2026-08-30,ORD10159,2026-02-28T12:28:21,The Pragmatic Programmer,1,SKU-BK-002,completed,44.27,1
Beauty,mobile_app,HU,EUR,customer200@example.com,200,2026-08-25,ORD10160,2026-05-04T18:36:42,Vitamin C Serum 30ml,2,SKU-BE-001,completed,23.77,1
Books,mobile_app,HU,EUR,customer200@example.com,200,2026-08-25,ORD10160,2026-05-04T18:36:42,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.89,1
Home & Kitchen,mobile_app,HU,EUR,customer200@example.com,200,2026-08-25,ORD10160,2026-05-04T18:36:42,Stainless Steel Kettle,1,SKU-HK-001,completed,46.14,1
Books,web,DE,EUR,customer1228@example.com,1228,2026-08-23,ORD10161,1779105128,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.07,1
Home & Kitchen,web,DE,EUR,customer1228@example.com,1228,2026-08-23,ORD10161,1779105128,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.7,1
Electronics,web,HU,EUR,customer1665@example.com,1665,2026-09-01,ORD10162,2026-03-27T13:13:39,4K Action Camera,1,SKU-EL-004,completed,199.16,1
Home & Kitchen,web,BG,EUR,customer514@example.com,514,2026-09-03,ORD10163,1767540420,Stainless Steel Kettle,2,SKU-HK-001,completed,38.39,1
Sports,web,BG,EUR,customer514@example.com,514,2026-09-03,ORD10163,1767540420,Yoga Mat Premium,1,SKU-SP-001,completed,30.91,1
Electronics,web,RO,EUR,customer683@example.com,683,2026-08-26,ORD10164,2026-03-19T19:00:01,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.61,1
Sports,web,RO,EUR,customer683@example.com,683,2026-08-26,ORD10164,2026-03-19T19:00:01,Adjustable Dumbbell Set,1,SKU-SP-002,completed,170.07,1
Books,web,RO,EUR,customer1002@example.com,1002,2026-09-02,ORD10165,2026-06-03T22:25:56,Atomic Habits (RO ed.),3,SKU-BK-001,completed,18.06,1
Fashion,marketplace,RO,RON,customer1926@example.com,1926,2026-08-26,ORD10166,2026-06-19T18:19:31,Men's Slim Fit Jeans,2,SKU-FA-001,completed,54.52,1
Home & Kitchen,marketplace,RO,RON,customer1926@example.com,1926,2026-08-26,ORD10166,2026-06-19T18:19:31,Stainless Steel Kettle,1,SKU-HK-001,completed,41.76,1
Home & Kitchen,mobile_app,RO,EUR,customer1648@example.com,1648,2026-09-02,ORD10167,07/03/2026 12:07,Stainless Steel Kettle,1,SKU-HK-001,completed,45.9,1
Sports,marketplace,RO,EUR,customer758@example.com,758,2026-09-01,ORD10168,2026-03-27T04:18:33,Yoga Mat Premium,2,SKU-SP-001,completed,28.9,1
Electronics,web,RO,EUR,customer1654@example.com,1654,2026-08-26,ORD10169,03/04/2026 10:22,4K Action Camera,1,SKU-EL-004,completed,179.01,1
Sports,web,RO,EUR,customer1654@example.com,1654,2026-08-26,ORD10169,03/04/2026 10:22,Adjustable Dumbbell Set,3,SKU-SP-002,completed,178.87,1
Books,web,RO,EUR,customer1578@example.com,1578,2026-08-24,ORD10170,2026-02-10T09:51:24,The Pragmatic Programmer,1,SKU-BK-002,completed,45.5,1
Fashion,web,RO,EUR,customer1578@example.com,1578,2026-08-24,ORD10170,2026-02-10T09:51:24,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.64,1
Electronics,web,RO,EUR,customer1214@example.com,1214,2026-08-31,ORD10171,2026-03-23T08:59:25,4K Action Camera,1,SKU-EL-004,completed,185.7,1
Fashion,mobile_app,BG,EUR,customer1249@example.com,1249,2026-08-23,ORD10172,2026-03-17T05:05:24,Women's Wool Coat,1,SKU-FA-002,completed,134.19,1
Fashion,marketplace,RO,EUR,customer1816@example.com,1816,2026-09-02,ORD10173,31/01/2026 10:41,Men's Slim Fit Jeans,1,SKU-FA-001,completed,58.93,1
Sports,marketplace,RO,EUR,customer506@example.com,506,2026-09-03,ORD10174,2026-03-26T07:44:44,Adjustable Dumbbell Set,3,SKU-SP-002,completed,158.9,1
Home & Kitchen,web,BG,EUR,customer927@example.com,927,2026-08-31,ORD10175,2026-01-17T03:14:04,Stainless Steel Kettle,1,SKU-HK-001,completed,39.81,1
Books,mobile_app,RO,EUR,customer2000@example.com,2000,2026-08-26,ORD10176,2026-05-30T21:00:42,Atomic Habits (RO ed.),2,SKU-BK-001,completed,18,1
Electronics,web,HU,EUR,customer1255@example.com,1255,2026-09-03,ORD10177,2026-06-04T06:32:21,USB-C Fast Charger 65W,1,SKU-EL-002,completed,37.33,1
Books,web,RO,RON,customer1444@example.com,1444,2026-08-31,ORD10178,18/05/2026 17:45,The Pragmatic Programmer,2,SKU-BK-002,completed,46.22,1
Books,mobile_app,RO,EUR,customer867@example.com,867,2026-08-31,ORD10179,2026-01-13T07:19:18,The Pragmatic Programmer,2,SKU-BK-002,completed,45.57,1
Electronics,web,RO,EUR,customer135@example.com,135,2026-08-28,ORD10180,2026-06-21T15:38:26,Bluetooth Speaker Mini,1,SKU-EL-003,completed,46.8,1
Electronics,mobile_app,BG,EUR,customer1109@example.com,1109,2026-08-26,ORD10181,2026-04-03T00:33:25,Wireless Earbuds X2,1,SKU-EL-001,completed,80.77,1
Electronics,mobile_app,BG,EUR,customer1109@example.com,1109,2026-08-26,ORD10181,2026-04-03T00:33:25,Bluetooth Speaker Mini,2,SKU-EL-003,completed,52.28,1
Sports,mobile_app,BG,EUR,customer1109@example.com,1109,2026-08-26,ORD10181,2026-04-03T00:33:25,Adjustable Dumbbell Set,2,SKU-SP-002,completed,162.69,1
Fashion,web,RO,EUR,customer1451@example.com,1451,2026-08-25,ORD10182,10/05/2026 09:26,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.62,1
Fashion,web,RO,EUR,customer1451@example.com,1451,2026-08-25,ORD10182,10/05/2026 09:26,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.62,2
Home & Kitchen,web,RO,EUR,customer1451@example.com,1451,2026-08-25,ORD10182,10/05/2026 09:26,Stainless Steel Kettle,1,SKU-HK-001,completed,39.35,1
Home & Kitchen,mobile_app,RO,EUR,customer1999@example.com,1999,2026-09-03,ORD10183,06/05/2026 16:22,Stainless Steel Kettle,2,SKU-HK-001,completed,43.92,1
Home & Kitchen,web,RO,EUR,customer51@example.com,51,2026-09-02,ORD10184,2026-06-13T06:46:13,Air Fryer 5L,1,SKU-HK-003,completed,112.39,1
Sports,web,BG,RON,customer399@example.com,399,2026-08-30,ORD10185,28/04/2026 02:59,Adjustable Dumbbell Set,1,SKU-SP-002,completed,170.55,1
Books,mobile_app,BG,RON,customer852@example.com,852,2026-08-28,ORD10186,2026-02-26T01:07:55,The Pragmatic Programmer,3,SKU-BK-002,completed,43.25,1
Electronics,mobile_app,BG,RON,customer852@example.com,852,2026-08-28,ORD10186,2026-02-26T01:07:55,Bluetooth Speaker Mini,1,SKU-EL-003,completed,48.75,1
Electronics,web,RO,EUR,customer87@example.com,87,2026-08-26,ORD10187,28/02/2026 15:23,Wireless Earbuds X2,1,SKU-EL-001,completed,76.19,1
Sports,web,RO,EUR,customer87@example.com,87,2026-08-26,ORD10187,28/02/2026 15:23,Yoga Mat Premium,1,SKU-SP-001,completed,29.56,1
Electronics,web,HU,RON,customer1287@example.com,1287,2026-08-25,ORD10188,15/05/2026 19:24,Bluetooth Speaker Mini,1,SKU-EL-003,completed,46.96,1
Fashion,web,HU,RON,customer1287@example.com,1287,2026-08-25,ORD10188,15/05/2026 19:24,Women's Wool Coat,1,SKU-FA-002,completed,134.74,1
Electronics,web,RO,EUR,customer661@example.com,661,2026-09-02,ORD10189,10/06/2026 13:16,4K Action Camera,-1,SKU-EL-004,completed,201.22,1
Fashion,web,RO,EUR,customer661@example.com,661,2026-09-02,ORD10189,10/06/2026 13:16,Women's Wool Coat,1,SKU-FA-002,completed,136.91,1
Books,web,RO,EUR,customer1549@example.com,1549,2026-08-25,ORD10190,2026-03-23T00:58:28,The Pragmatic Programmer,1,SKU-BK-002,completed,42.79,1
Home & Kitchen,web,RO,EUR,customer1549@example.com,1549,2026-08-25,ORD10190,2026-03-23T00:58:28,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,26.92,1
Electronics,mobile_app,RO,RON,customer1606@example.com,1606,2026-08-29,ORD10191,04/01/2026 15:38,USB-C Fast Charger 65W,1,SKU-EL-002,completed,37.32,1
Beauty,web,DE,EUR,customer410@example.com,410,2026-09-03,ORD10192,2026-03-10T06:15:56,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,69.62,1
Home & Kitchen,marketplace,RO,RON,customer1466@example.com,1466,2026-08-29,ORD10193,2026-02-24T17:32:52,Air Fryer 5L,3,SKU-HK-003,completed,127.36,1
Books,web,RO,EUR,customer1054@example.com,1054,2026-08-24,ORD10194,22/01/2026 21:53,The Pragmatic Programmer,2,SKU-BK-002,completed,45.8,1
Beauty,web,DE,EUR,customer2000@example.com,2000,2026-08-27,ORD10195,2026-02-13T20:38:47,Vitamin C Serum 30ml,1,SKU-BE-001,completed,27.38,1
Books,web,DE,EUR,customer2000@example.com,2000,2026-08-27,ORD10195,2026-02-13T20:38:47,The Pragmatic Programmer,1,SKU-BK-002,completed,39.71,1
Fashion,mobile_app,RO,EUR,customer828@example.com,828,2026-08-25,ORD10196,2026-06-12T17:52:17,Women's Wool Coat,2,SKU-FA-002,completed,153.73,1
Electronics,web,BG,RON,customer932@example.com,932,2026-09-01,ORD10197,2026-02-18T16:17:57,USB-C Fast Charger 65W,2,SKU-EL-002,completed,34.49,1
Books,mobile_app,RO,EUR,customer1354@example.com,1354,2026-08-25,ORD10198,2026-05-30T01:08:43,The Pragmatic Programmer,1,SKU-BK-002,completed,43.64,1
Fashion,mobile_app,RO,EUR,customer1354@example.com,1354,2026-08-25,ORD10198,2026-05-30T01:08:43,Women's Wool Coat,1,SKU-FA-002,completed,155.43,1
Books,mobile_app,BG,EUR,customer1466@example.com,1466,2026-08-27,ORD10199,2026-05-29T08:32:59,The Pragmatic Programmer,1,SKU-BK-002,completed,47.12,1
Beauty,web,RO,EUR,customer657@example.com,657,2026-08-29,ORD10200,2026-04-25T15:45:32,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.63,1
Sports,web,RO,RON,customer1410@example.com,1410,2026-09-02,ORD10201,2026-03-01T04:59:42,Adjustable Dumbbell Set,1,SKU-SP-002,completed,189.05,1
Beauty,web,RO,EUR,customer1656@example.com,1656,2026-08-31,ORD10202,15/05/2026 03:39,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.99,1
Electronics,web,HU,RON,customer544@example.com,544,2026-08-28,ORD10203,2026-04-22T08:48:00,4K Action Camera,1,SKU-EL-004,completed,180.43,1
Home & Kitchen,mobile_app,RO,EUR,customer615@example.com,615,2026-08-31,ORD10204,2026-04-15T20:20:17,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,29.23,1
Home & Kitchen,mobile_app,HU,RON,customer1307@example.com,1307,2026-08-23,ORD10205,1777533895,Air Fryer 5L,1,SKU-HK-003,completed,110.62,1
Electronics,web,BG,EUR,customer845@example.com,845,2026-09-03,ORD10206,25/02/2026 17:43,4K Action Camera,1,SKU-EL-004,completed,171.15,1
Electronics,web,BG,EUR,customer559@example.com,559,2026-08-25,ORD10207,20/02/2026 04:12,USB-C Fast Charger 65W,-3,SKU-EL-002,completed,34.4,1
Electronics,web,RO,EUR,customer745@example.com,745,2026-08-24,ORD10208,2026-06-21T23:45:04,4K Action Camera,1,SKU-EL-004,completed,192.04,1
Fashion,web,RO,EUR,customer745@example.com,745,2026-08-24,ORD10208,2026-06-21T23:45:04,Women's Wool Coat,2,SKU-FA-002,completed,151.88,1
