category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,reject_reason
ORD15324,1231,customer1231@example.com,2026-02-25T16:07:45,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,2,36.4,EUR,BG,2026-08-23,duplicate row
ORD15333,761,customer761@example.com,2026-01-23T14:21:11,completed,mobile_app,SKU-EL-004,4K Action Camera,Electronics,1,192.79,EUR,RO,2026-08-27,duplicate row
ORD15338,1208,customer1208@example.com,2026-05-08T10:32:14,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,1,76.68,EUR,RO,2026-08-24,duplicate row
ORD15340,1707,customer1707@example.com,2026-04-06T02:42:14,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,1,37.67,RON,RO,2026-08-24,duplicate row
ORD15372,1105,customer1105@example.com,1774761684,completed,mobile_app,SKU HK 003,Air Fryer 5L,Home & Kitchen,1,118.06,EUR,RO,2026-08-26,duplicate row
ORD15395,793,customer793@example.com,02/04/2026 14:58,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,49.18,EUR,DE,2026-09-03,duplicate row
ORD15483,645,customer645@example.com,2026-01-29T19:20:58,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,163.95,EUR,DE,2026-08-23,duplicate row
ORD15537,1557,customer1557@example.com,2026-03-15T20:37:45,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,26.63,EUR,RO,2026-09-02,duplicate row
ORD15564,265,customer265@example.com,1768694271,completed,web,SKU-EL-004,4K Action Camera,Electronics,2,192.93,RON,BG,2026-08-27,duplicate row
ORD15610,298,internal.tester298@aqurate.ai,01/03/2026 05:04,test,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,2,27.88,EUR,RO,2026-09-02,duplicate row
ORD15639,1798,customer1798@example.com,08/06/2026 00:11,completed,marketplace,SKU-EL-001,Wireless Earbuds X2,Electronics,1,81.21,EUR,DE,2026-08-30,duplicate row
ORD15656,1785,customer1785@example.com,2026-02-23T23:36:44,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,1,46.13,EUR,DE,2026-09-03,duplicate row
ORD15674,786,customer786@example.com,03/01/2026 00:05,completed,mobile_app,SKU-FA-001,Men's Slim Fit Jeans,Fashion,3,55.2,EUR,RO,2026-09-01,duplicate row
ORD15690,265,customer265@example.com,08/03/2026 21:14,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,1,25.07,EUR,DE,2026-08-28,duplicate row
ORD15705,1611,customer1611@example.com,2026-06-24T10:34:16,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,1,126.17,EUR,RO,2026-09-03,duplicate row
ORD15716,529,customer529@example.com,06/04/2026 23:55,completed,mobile_app,SKU-HK-003,Air Fryer 5L,Home & Kitchen,1,122.26,EUR,BG,2026-08-25,duplicate row
ORD15726,1997,customer1997@example.com,1778307411,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,2,113.97,EUR,BG,2026-08-24,duplicate row
ORD15777,660,customer660@example.com,2026-03-01T22:45:55,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,2,79.09,EUR,RO,2026-09-03,duplicate row
ORD15874,1265,customer1265@example.com,26/01/2026 10:09,completed,marketplace,SKU-BE-001,Vitamin C Serum 30ml,Beauty,1,23.22,EUR,RO,2026-08-27,duplicate row
ORD15939,1814,customer1814@example.com,2026-03-03T01:47:23,completed,mobile_app,SKU-SP-001,Yoga Mat Premium,Sports,2,32.04,EUR,RO,2026-08-28,duplicate row
ORD15959,1128,customer1128@example.com,2026-01-26T08:39:08,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,1,39.61,EUR,BG,2026-08-26,duplicate row
ORD15973,685,internal.tester685@aqurate.ai,08/01/2026 02:12,test,web,SKU-EL-004,4K Action Camera,Electronics,3,170.98,EUR,RO,2026-08-23,duplicate row
ORD15986,344,customer344@example.com,2026-05-19T13:38:05,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,2,74.23,EUR,HU,2026-08-28,duplicate row
ORD15998,1390,customer1390@example.com,2026-04-24T11:40:16,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,1,81.05,RON,HU,2026-08-26,duplicate row
ORD10189,661,customer661@example.com,10/06/2026 13:16,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,201.22,EUR,RO,2026-09-02,invalid quantity
ORD10207,559,customer559@example.com,20/02/2026 04:12,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-3,34.4,EUR,BG,2026-08-25,invalid quantity
ORD10247,659,customer659@example.com,1774939752,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,-1,72.06,RON,RO,2026-09-01,invalid quantity
ORD10258,472,customer472@example.com,2026-02-11T09:17:50,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-2,25.69,EUR,DE,2026-08-30,invalid quantity
ORD10275,452,customer452@example.com,19/01/2026 18:12,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,-1,180.39,EUR,BG,2026-09-03,invalid quantity
ORD10280,950,customer950@example.com,2026-02-24T23:55:39,completed,marketplace,SKU-BK-002,The Pragmatic Programmer,Books,-1,47.66,RON,RO,2026-08-27,invalid quantity
ORD10285,481,customer481@example.com,11/05/2026 15:29,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,34.65,EUR,RO,2026-09-03,invalid quantity
ORD10297,1152,customer1152@example.com,2026-05-27T05:33:16,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,31.04,EUR,HU,2026-08-25,invalid quantity
ORD10379,54,customer54@example.com,1779883641,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-3,60.21,EUR,DE,2026-08-27,invalid quantity
ORD10474,720,customer720@example.com,2026-05-03T22:01:40,completed,mobile_app,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,31.71,EUR,DE,2026-08-31,invalid quantity
ORD10509,87,customer87@example.com,2026-05-28T06:59:43,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-2,33.09,EUR,DE,2026-09-02,invalid quantity
ORD10578,402,customer402@example.com,2026-02-08T09:05:27,completed,mobile_app,SKU-EL-001,Wireless Earbuds X2,Electronics,-3,79.57,EUR,RO,2026-09-01,invalid quantity
ORD10596,323,customer323@example.com,28/04/2026 18:48,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,36.43,EUR,RO,2026-08-27,invalid quantity
ORD10619,344,customer344@example.com,2026-02-03T08:54:45,completed,marketplace,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-3,34.9,EUR,RO,2026-08-29,invalid quantity
ORD10636,1899,customer1899@example.com,24/04/2026 23:03,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,111.77,EUR,RO,2026-08-31,invalid quantity
ORD10645,1509,customer1509@example.com,2026-04-18T13:05:49,completed,mobile_app,SKU-BK-002,The Pragmatic Programmer,Books,-1,39.98,EUR,RO,2026-09-01,invalid quantity
ORD10685,929,customer929@example.com,2026-04-21T13:21:42,completed,mobile_app,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-3,34.87,EUR,RO,2026-08-31,invalid quantity
ORD10753,1797,customer1797@example.com,2026-01-04T14:19:02,completed,marketplace,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-1,26.51,EUR,RO,2026-08-25,invalid quantity
ORD10826,994,customer994@example.com,2026-02-14T00:25:43,completed,mobile_app,SKU-EL-001,Wireless Earbuds X2,Electronics,-1,76.58,EUR,HU,2026-08-31,invalid quantity
ORD10891,368,customer368@example.com,29/01/2026 11:15,completed,marketplace,SKU-EL-004,4K Action Camera,Electronics,-1,206.72,EUR,BG,2026-08-24,invalid quantity
ORD10912,1924,customer1924@example.com,22/06/2026 04:20,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,46.66,EUR,RO,2026-09-01,invalid quantity
ORD10939,1522,customer1522@example.com,2026-03-11T06:30:46,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,170.21,EUR,BG,2026-09-02,invalid quantity
ORD11038,171,customer171@example.com,2026-05-22T23:25:33,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,117.84,RON,DE,2026-08-24,invalid quantity
ORD11065,1273,customer1273@example.com,2026-04-29T05:06:50,completed,mobile_app,SKU-SP-001,Yoga Mat Premium,Sports,-2,32.15,RON,DE,2026-09-02,invalid quantity
ORD11140,28,customer28@example.com,2026-03-14T07:48:13,completed,mobile_app,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,123.93,EUR,RO,2026-08-30,invalid quantity
ORD11195,1819,customer1819@example.com,2026-03-18T19:26:34,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-1,26.04,EUR,HU,2026-08-30,invalid quantity
ORD11211,907,customer907@example.com,20/01/2026 00:04,completed,mobile_app,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,122.38,RON,RO,2026-08-29,invalid quantity
ORD11219,912,customer912@example.com,2026-06-22T22:47:44,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-2,34.44,RON,RO,2026-08-28,invalid quantity
ORD11264,1539,customer1539@example.com,2026-04-07T05:42:19,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,112.82,RON,HU,2026-08-31,invalid quantity
ORD11293,1035,customer1035@example.com,2026-04-20T13:44:11,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,171.36,RON,RO,2026-08-29,invalid quantity
ORD11309,1119,customer1119@example.com,2026-03-09T15:36:07,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,148.44,EUR,RO,2026-09-01,invalid quantity
ORD11373,1926,customer1926@example.com,11/01/2026 12:18,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,40.44,EUR,BG,2026-08-27,invalid quantity
ORD11400,444,customer444@example.com,12/03/2026 06:11,completed,mobile_app,SKU-FA-003,Running Shoes Pro,Fashion,-1,86.69,EUR,HU,2026-08-28,invalid quantity
ORD11446,1052,customer1052@example.com,2026-03-24T04:14:25,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-1,27.24,EUR,HU,2026-09-01,invalid quantity
ORD11528,863,customer863@example.com,1776994421,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,53.98,EUR,HU,2026-09-02,invalid quantity
ORD11549,75,customer75@example.com,17/03/2026 04:40,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-2,52.25,EUR,HU,2026-08-26,invalid quantity
ORD11597,1879,customer1879@example.com,22/05/2026 05:57,completed,web,SKU-EL-004,4K Action Camera,Electronics,-2,192.84,EUR,DE,2026-08-30,invalid quantity
ORD11711,939,customer939@example.com,2026-01-26T16:01:43,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,31.19,EUR,RO,2026-09-01,invalid quantity
ORD11720,352,customer352@example.com,2026-03-26T16:50:21,completed,marketplace,SKU-SP-001,Yoga Mat Premium,Sports,-1,29.13,EUR,RO,2026-08-23,invalid quantity
ORD11737,1248,customer1248@example.com,2026-05-03T02:01:43,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,41.91,EUR,RO,2026-09-02,invalid quantity
ORD11745,576,customer576@example.com,2026-06-10T03:20:26,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,55.77,EUR,BG,2026-08-23,invalid quantity
ORD11773,1574,customer1574@example.com,24/01/2026 10:09,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,-1,178.99,EUR,RO,2026-08-25,invalid quantity
ORD11789,206,customer206@example.com,1777120734,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,58.99,EUR,DE,2026-08-23,invalid quantity
ORD11790,353,customer353@example.com,08/05/2026 21:51,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,28.63,EUR,RO,2026-08-26,invalid quantity
ORD11821,246,customer246@example.com,2026-04-12T03:52:56,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,40.6,EUR,DE,2026-09-01,invalid quantity
ORD11847,820,customer820@example.com,2026-01-10T17:51:04,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,33.04,EUR,HU,2026-09-01,invalid quantity
ORD11869,1804,customer1804@example.com,2026-06-16T02:19:23,completed,marketplace,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,55.2,EUR,RO,2026-09-03,invalid quantity
ORD11904,635,customer635@example.com,2026-04-10T01:28:20,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,40.22,RON,RO,2026-08-31,invalid quantity
ORD11942,1376,customer1376@example.com,2026-04-03T17:28:59,completed,mobile_app,SKU-EL-004,4K Action Camera,Electronics,-2,182.97,RON,RO,2026-08-27,invalid quantity
ORD11975,1638,customer1638@example.com,1777329973,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,-3,177.41,EUR,RO,2026-09-03,invalid quantity
ORD12020,1924,customer1924@example.com,1768487712,completed,marketplace,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,117.82,EUR,RO,2026-08-29,invalid quantity
ORD12027,30,customer30@example.com,2026-06-21T13:27:31,completed,web,SKU-EL-004,4K Action Camera,Electronics,-3,182.43,EUR,BG,2026-09-03,invalid quantity
ORD12051,266,customer266@example.com,21/04/2026 22:38,completed,web,SKU-EL-004,4K Action Camera,Electronics,-2,181.99,EUR,HU,2026-08-28,invalid quantity
ORD12056,1824,customer1824@example.com,1775580860,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,37.3,EUR,HU,2026-08-30,invalid quantity
ORD12064,744,customer744@example.com,2026-04-11T08:30:57,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,30.84,EUR,BG,2026-08-29,invalid quantity
ORD12106,274,customer274@example.com,2026-04-25T10:58:21,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,40.67,EUR,BG,2026-08-29,invalid quantity
ORD12168,1065,customer1065@example.com,2026-01-23T05:25:03,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-1,22.96,EUR,RO,2026-08-27,invalid quantity
ORD12178,65,customer65@example.com,04/01/2026 09:29,completed,mobile_app,SKU-EL-001,Wireless Earbuds X2,Electronics,-1,78.03,RON,RO,2026-08-28,invalid quantity
ORD12204,1956,customer1956@example.com,2026-01-18T03:40:06,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-3,145.09,RON,RO,2026-08-31,invalid quantity
ORD12211,1109,customer1109@example.com,30/03/2026 21:11,completed,mobile_app,SKU-BK-001,Atomic Habits (RO ed.),Books,-2,18.97,EUR,HU,2026-09-03,invalid quantity
ORD12287,805,customer805@example.com,2026-04-30T02:19:36,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,38.01,RON,RO,2026-08-26,invalid quantity
ORD12381,70,customer70@example.com,27/01/2026 04:21,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,29.01,RON,RO,2026-08-25,invalid quantity
ORD12395,1973,customer1973@example.com,1772090462,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,157.46,EUR,BG,2026-08-26,invalid quantity
ORD12400,1774,customer1774@example.com,2026-01-12T08:04:40,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-2,39.75,EUR,RO,2026-08-28,invalid quantity
ORD12413,1848,customer1848@example.com,2026-04-23T02:43:12,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,-3,76.44,EUR,RO,2026-08-26,invalid quantity
ORD12441,889,customer889@example.com,26/05/2026 02:07,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,43.22,EUR,BG,2026-08-28,invalid quantity
ORD12500,1885,customer1885@example.com,2026-05-07T11:37:04,completed,marketplace,SKU-FA-003,Running Shoes Pro,Fashion,-2,93.46,RON,DE,2026-09-02,invalid quantity
ORD12502,1927,customer1927@example.com,2026-02-27T22:26:09,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,110.82,RON,RO,2026-08-25,invalid quantity
ORD12527,980,customer980@example.com,01/03/2026 09:05,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,-3,87.11,RON,RO,2026-08-25,invalid quantity
ORD12530,1128,customer1128@example.com,2026-02-27T05:12:09,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,41.53,RON,BG,2026-08-25,invalid quantity
ORD12614,1697,customer1697@example.com,1770603333,completed,mobile_app,SKU-FA-002,Women's Wool Coat,Fashion,-1,152.63,EUR,RO,2026-09-01,invalid quantity
ORD12667,353,customer353@example.com,2026-02-06T21:44:23,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,52.33,EUR,BG,2026-09-02,invalid quantity
ORD12688,174,customer174@example.com,2026-01-19T01:52:08,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,60.1,EUR,HU,2026-09-01,invalid quantity
ORD12711,814,customer814@example.com,2026-05-14T22:19:21,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,52.36,EUR,HU,2026-08-31,invalid quantity
ORD12821,1112,customer1112@example.com,2026-01-20T06:08:46,completed,mobile_app,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,51.77,RON,DE,2026-08-25,invalid quantity
ORD12862,739,customer739@example.com,1778127174,completed,mobile_app,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,64.07,EUR,RO,2026-09-01,invalid quantity
ORD12870,191,customer191@example.com,2026-01-20T20:37:02,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,39.06,EUR,RO,2026-09-03,invalid quantity
ORD12921,1269,customer1269@example.com,2026-02-04T04:43:06,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,42.38,EUR,HU,2026-08-25,invalid quantity
ORD12964,40,customer40@example.com,2026-03-31T02:20:15,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,29.03,EUR,RO,2026-08-25,invalid quantity
ORD12975,34,customer34@example.com,2026-01-21T07:29:36,completed,mobile_app,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,69.21,EUR,RO,2026-09-02,invalid quantity
ORD12979,1846,customer1846@example.com,27/05/2026 23:10,completed,marketplace,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,31.11,EUR,RO,2026-08-29,invalid quantity
ORD13054,1671,customer1671@example.com,2026-06-10T21:41:13,completed,mobile_app,SKU-BK-001,Atomic Habits (RO ed.),Books,-1,19.34,EUR,HU,2026-08-29,invalid quantity
ORD13060,178,customer178@example.com,2026-01-03T00:04:02,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-2,60.12,EUR,RO,2026-08-29,invalid quantity
ORD13065,1328,customer1328@example.com,1770665177,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,53.09,EUR,RO,2026-08-27,invalid quantity
ORD13068,1550,customer1550@example.com,2026-01-11T01:09:03,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-2,150.08,EUR,RO,2026-08-29,invalid quantity
ORD13084,1721,customer1721@example.com,2026-02-13T09:14:50,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,41.27,EUR,RO,2026-08-31,invalid quantity
ORD13092,1382,customer1382@example.com,02/01/2026 11:38,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,-1,188.16,EUR,DE,2026-08-25,invalid quantity
ORD13129,571,customer571@example.com,2026-03-19T06:32:15,completed,marketplace,SKU-EL-004,4K Action Camera,Electronics,-2,179.55,EUR,RO,2026-08-28,invalid quantity
ORD13134,21,customer21@example.com,2026-02-25T16:41:07,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-2,67.1,RON,RO,2026-08-27,invalid quantity
ORD13165,1875,customer1875@example.com,2026-05-07T23:51:49,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-2,53.1,EUR,RO,2026-09-03,invalid quantity
ORD13202,1287,customer1287@example.com,2026-02-01T04:43:09,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,59.32,EUR,RO,2026-09-02,invalid quantity
ORD13206,1868,customer1868@example.com,2026-01-28T00:03:48,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,52.82,EUR,DE,2026-08-30,invalid quantity
ORD13297,1405,customer1405@example.com,22/05/2026 18:14,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,134.88,EUR,RO,2026-08-23,invalid quantity
ORD13380,873,customer873@example.com,2026-04-23T00:18:31,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,41.84,EUR,DE,2026-08-30,invalid quantity
ORD13395,273,customer273@example.com,2026-01-03T13:49:35,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,117.34,EUR,HU,2026-09-01,invalid quantity
ORD13401,1531,customer1531@example.com,2026-03-26T10:49:50,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,114.91,EUR,RO,2026-08-26,invalid quantity
ORD13420,283,customer283@example.com,2026-01-13T23:46:43,completed,mobile_app,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,0,EUR,RO,2026-09-03,invalid quantity
ORD13442,191,customer191@example.com,2026-01-09T06:50:34,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,51.89,EUR,HU,2026-08-29,invalid quantity
ORD13493,997,customer997@example.com,03/03/2026 18:27,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,32.53,EUR,HU,2026-08-27,invalid quantity
ORD13498,1691,customer1691@example.com,2026-03-17T22:45:46,completed,marketplace,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-3,64.5,EUR,RO,2026-09-01,invalid quantity
ORD13527,1217,customer1217@example.com,2026-01-08T08:28:10,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,45.01,EUR,BG,2026-08-23,invalid quantity
ORD13553,1409,customer1409@example.com,2026-05-13T08:35:30,completed,mobile_app,SKU-SP-002,Adjustable Dumbbell Set,Sports,-1,189.48,EUR,RO,2026-08-27,invalid quantity
ORD13570,443,customer443@example.com,1782427277,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,52.34,RON,HU,2026-08-23,invalid quantity
ORD13604,524,customer524@example.com,1781178550,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,29.82,RON,RO,2026-08-28,invalid quantity
ORD13649,1960,customer1960@example.com,2026-04-26T09:51:27,completed,mobile_app,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,27.79,EUR,RO,2026-08-25,invalid quantity
ORD13684,1372,customer1372@example.com,2026-03-06T13:38:52,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-2,40.74,EUR,RO,2026-08-24,invalid quantity
ORD13697,419,customer419@example.com,2026-03-26T02:23:19,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,157.68,EUR,RO,2026-08-31,invalid quantity
ORD13715,302,customer302@example.com,2026-03-18T11:29:58,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-3,41.55,EUR,RO,2026-08-24,invalid quantity
ORD13764,143,customer143@example.com,1770276167,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,53.57,EUR,DE,2026-08-29,invalid quantity
ORD13802,1706,customer1706@example.com,2026-06-10T13:34:39,completed,marketplace,SKU-SP-001,Yoga Mat Premium,Sports,-1,34.26,RON,RO,2026-08-25,invalid quantity
ORD13945,582,customer582@example.com,2026-03-20T12:24:14,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-3,43.52,EUR,DE,2026-08-30,invalid quantity
ORD13956,1331,customer1331@example.com,2026-06-27T14:17:32,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-2,44.66,EUR,DE,2026-09-03,invalid quantity
ORD13973,1362,customer1362@example.com,16/02/2026 13:29,completed,mobile_app,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,25.85,EUR,RO,2026-09-02,invalid quantity
ORD13999,713,customer713@example.com,1769852384,completed,marketplace,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,58.81,EUR,RO,2026-08-24,invalid quantity
ORD14118,1333,customer1333@example.com,27/02/2026 08:39,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,-2,19.17,RON,HU,2026-08-31,invalid quantity
ORD14132,1878,customer1878@example.com,2026-05-21T21:16:28,completed,web,SKU-FA-O03,Running Shoes Pro,Fashion,-1,87.14,EUR,HU,2026-08-26,invalid quantity
ORD14172,617,customer617@example.com,24/04/2026 15:26,completed,web,SKU-EL-004,4K Action Camera,Electronics,-3,199.95,EUR,DE,2026-08-27,invalid quantity
ORD14186,1994,customer1994@example.com,1772452575,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,-1,19.58,EUR,RO,2026-09-02,invalid quantity
ORD14195,1624,customer1624@example.com,2026-03-28T11:24:16,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-3,146.16,EUR,RO,2026-08-31,invalid quantity
ORD14285,1536,customer1536@example.com,29/05/2026 05:07,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,-1,49.99,EUR,BG,2026-08-30,invalid quantity
ORD14291,100,customer100@example.com,10/01/2026 23:23,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-3,40.47,EUR,HU,2026-08-31,invalid quantity
ORD14298,1428,customer1428@example.com,01/02/2026 01:53,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-1,23.76,EUR,HU,2026-08-25,invalid quantity
ORD14364,215,customer215@example.com,2026-04-13T09:36:37,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,197.32,EUR,BG,2026-09-01,invalid quantity
ORD14481,1653,customer1653@example.com,22/02/2026 16:50,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,136.48,EUR,RO,2026-08-30,invalid quantity
ORD14522,912,customer912@example.com,2026-04-25T06:05:05,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,62.96,EUR,HU,2026-08-23,invalid quantity
ORD14609,1399,customer1399@example.com,2026-02-12T09:25:53,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-2,30.69,EUR,HU,2026-08-28,invalid quantity
ORD14616,1038,customer1038@example.com,2026-01-04T20:58:12,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-3,59.47,EUR,RO,2026-08-31,invalid quantity
ORD14624,1367,customer1367@example.com,1770999766,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,196.01,EUR,RO,2026-08-27,invalid quantity
ORD14664,1935,customer1935@example.com,1775716549,completed,marketplace,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,65.24,EUR,RO,2026-08-29,invalid quantity
ORD14679,1206,customer1206@example.com,2026-02-16T12:44:10,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,40.67,RON,DE,2026-08-24,invalid quantity
ORD14682,729,customer729@example.com,2026-06-23T05:15:35,completed,marketplace,SKU-FA-O03,Running Shoes Pro,Fashion,-1,95.32,EUR,RO,2026-08-29,invalid quantity
ORD14722,1526,customer1526@example.com,22/02/2026 20:06,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,31.91,EUR,RO,2026-08-23,invalid quantity
