category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price
Home & Kitchen,marketplace,RO,EUR,customer1372@example.com,1372,2026-08-27,ORD15778,2026-04-21T19:40:22,Stainless Steel Kettle,1,SKU-HK-001,completed,42.52
Fashion,marketplace,RO,EUR,customer1372@example.com,1372,2026-08-27,ORD15778,2026-04-21T19:40:22,Women's Wool Coat,1,SKU-FA-002,completed,150.22
Electronics,web,BG,EUR,customer1735@example.com,1735,2026-08-28,ORD13079,2026-06-09T06:49:12,Wireless Earbuds X2,1,SKU-EL-001,completed,83.61
Electronics,web,RO,EUR,customer256@example.com,256,2026-09-02,ORD13411,2026-01-25T15:55:14,Bluetooth Speaker Mini,1,SKU-EL-003,completed,50.03
Fashion,web,RO,EUR,customer256@example.com,256,2026-09-02,ORD13411,2026-01-25T15:55:14,Men's Slim Fit Jeans,1,SKU-FA-001,completed,60.35
Beauty,web,RO,RON,customer1098@example.com,1098,2026-08-28,ORD11158,2026-01-18T04:52:57,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,66.19
Beauty,web,RO,RON,customer1098@example.com,1098,2026-08-28,ORD11158,2026-01-18T04:52:57,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.27
Fashion,mobile_app,DE,RON,customer1258@example.com,1258,2026-08-28,ORD14589,2026-06-18T16:13:57,Men's Slim Fit Jeans,3,SKU-FA-001,completed,50.51
Sports,web,RO,EUR,customer656@example.com,656,2026-09-03,ORD15825,26/04/2026 12:14,Adjustable Dumbbell Set,1,SKU-SP-002,completed,181.6
Electronics,web,RO,EUR,customer1795@example.com,1795,2026-08-27,ORD11839,06/03/2026 10:24,USB-C Fast Charger 65W,1,SKU-EL-002,completed,34.32
Home & Kitchen,web,RO,EUR,customer1795@example.com,1795,2026-08-27,ORD11839,06/03/2026 10:24,Air Fryer 5L,1,SKU HK 003,completed,112.97
Fashion,web,BG,EUR,customer1032@example.com,1032,2026-09-03,ORD10913,27/01/2026 06:24,Running Shoes Pro,1,SKU-FA-003,completed,97.05
Beauty,web,BG,EUR,customer1032@example.com,1032,2026-09-03,ORD10913,27/01/2026 06:24,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,70.54
Electronics,mobile_app,BG,EUR,customer1305@example.com,1305,2026-08-29,ORD10008,2026-02-03T06:42:19,4K Action Camera,2,SKU-EL-004,completed,204.84
Books,web,RO,EUR,customer143@example.com,143,2026-09-03,ORD15601,1776944762,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.35
Books,web,RO,EUR,customer143@example.com,143,2026-09-03,ORD15601,1776944762,The Pragmatic Programmer,1,SKU-BK-002,completed,39.64
Sports,web,RO,EUR,customer143@example.com,143,2026-09-03,ORD15601,1776944762,Adjustable Dumbbell Set,2,SKU-SP-002,completed,182.93
Sports,web,BG,RON,customer953@example.com,953,2026-08-30,ORD15920,1774181843,Adjustable Dumbbell Set,1,SKU-SP-002,completed,163.66
Fashion,web,BG,RON,customer953@example.com,953,2026-08-30,ORD15920,1774181843,Running Shoes Pro,1,SKU-FA-003,completed,88.05
Fashion,web,BG,RON,customer953@example.com,953,2026-08-30,ORD15920,1774181843,Women's Wool Coat,1,SKU-FA-002,completed,152.95
Electronics,mobile_app,RO,EUR,customer819@example.com,819,2026-08-31,ORD14211,2026-03-09T19:34:44,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.65
Sports,web,BG,EUR,customer1889@example.com,1889,2026-08-31,ORD12084,23/04/2026 19:13,Yoga Mat Premium,1,SKU-SP-001,completed,33.9
Beauty,web,RO,EUR,customer108@example.com,108,2026-08-26,ORD12424,2026-02-28T03:00:19,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,64.13
Sports,web,BG,EUR,customer1577@example.com,1577,2026-08-27,ORD13421,12/03/2026 05:50,Yoga Mat Premium,3,SKU-SP-001,completed,32.77
Home & Kitchen,web,BG,EUR,customer1577@example.com,1577,2026-08-27,ORD13421,12/03/2026 05:50,Stainless Steel Kettle,1,SKU-HK-001,completed,38.74
Fashion,web,DE,EUR,customer871@example.com,871,2026-08-26,ORD15248,2026-06-24T23:44:10,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.78
Electronics,web,DE,EUR,customer871@example.com,,2026-08-26,ORD15248,2026-06-24T23:44:10,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.89
Beauty,marketplace,DE,EUR,customer1268@example.com,1268,2026-08-26,ORD15146,1778718580,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.35
Electronics,marketplace,DE,EUR,customer1268@example.com,1268,2026-08-26,ORD15146,1778718580,Bluetooth Speaker Mini,1,SKU-EL-003,completed,50.6
Beauty,web,RO,EUR,customer152@example.com,152,2026-09-03,ORD15645,13/01/2026 12:19,Hair Dryer Ionic 2200W,3,SKU-BE-002,completed,61.57
Home & Kitchen,marketplace,RO,RON,customer1693@example.com,1693,2026-08-27,ORD12268,2026-01-17T02:25:55,Stainless Steel Kettle,2,SKU-HK-001,completed,39.19
Electronics,mobile_app,RO,RON,customer1987@example.com,1987,2026-08-29,ORD12783,1771774406,USB-C Fast Charger 65W,1,SKU-EL-002,completed,34.37
Fashion,mobile_app,RO,RON,customer1987@example.com,1987,2026-08-29,ORD12783,1771774406,Men's Slim Fit Jeans,1,SKU-FA-001,completed,49.97
Electronics,web,RO,RON,customer1560@example.com,1560,2026-08-26,ORD12769,21/04/2026 08:04,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.13
Books,web,RO,RON,customer1465@example.com,1465,2026-09-02,ORD10932,2026-04-26T17:31:02,The Pragmatic Programmer,1,SKU-BK-002,completed,44.48
Sports,web,RO,RON,customer1465@example.com,1465,2026-09-02,ORD10932,2026-04-26T17:31:02,Yoga Mat Premium,1,SKU-SP-001,completed,32.69
Sports,web,RO,EUR,customer987@example.com,987,2026-08-24,ORD14126,2026-06-20T19:33:51,Adjustable Dumbbell Set,1,SKU-SP-002,completed,158.88
Electronics,web,RO,EUR,customer987@example.com,987,2026-08-24,ORD14126,2026-06-20T19:33:51,Bluetooth Speaker Mini,1,SKU-EL-003,completed,46.39
Fashion,web,DE,EUR,customer1338@example.com,1338,2026-08-26,ORD15739,27/05/2026 19:11,Men's Slim Fit Jeans,1,SKU-FA-001,completed,51.45
Beauty,web,DE,EUR,customer1338@example.com,1338,2026-08-26,ORD15739,27/05/2026 19:11,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,66.55
Fashion,marketplace,RO,RON,customer454@example.com,454,2026-08-30,ORD11810,2026-04-25T04:28:59,Running Shoes Pro,1,SKU-FA-003,completed,93.17
Electronics,marketplace,RO,RON,customer454@example.com,454,2026-08-30,ORD11810,2026-04-25T04:28:59,USB-C Fast Charger 65W,1,SKU-EL-002,completed,32.81
Home & Kitchen,mobile_app,DE,EUR,customer938@example.com,938,2026-08-27,ORD12848,2026-04-23T07:28:50,Air Fryer 5L,1,SKU-HK-003,completed,117.7
Electronics,mobile_app,DE,EUR,customer938@example.com,938,2026-08-27,ORD12848,2026-04-23T07:28:50,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.82
Electronics,web,BG,RON,customer1132@example.com,1132,2026-09-03,ORD13749,2026-05-13T10:06:59,4K Action Camera,1,SKU-EL-004,completed,188.03
Books,web,BG,RON,customer1132@example.com,1132,2026-09-03,ORD13749,2026-05-13T10:06:59,Atomic Habits (RO ed.),2,SKU-BK-001,completed,21.33
Home & Kitchen,web,RO,RON,customer86@example.com,86,2026-08-31, ORD13326,2026-03-08T07:38:25,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,30.6
Sports,web,RO,EUR,customer1364@example.com,1364,2026-08-30,ORD12804,2026-05-26T01:19:38,Yoga Mat Premium,2,SKU-SP-001,refunded,31.84
,web,RO,EUR,customer1364@example.com,1364,2026-08-30,ORD12804,2026-05-26T01:19:38,Air Fryer 5L,1,SKU-HK-003,refunded,107.88
Electronics,web,RO,EUR,customer1364@example.com,1364,2026-08-30,ORD12804,2026-05-26T01:19:38,USB-C Fast Charger 65W,1,SKU-EL-002,refunded,36.85
Fashion,mobile_app,BG,RON,customer141@example.com,141,2026-09-03,ORD13188,2026-02-12T09:49:46,Men's Slim Fit Jeans,1,SKU-FA-001,completed,54.42
Sports,mobile_app,BG,RON,customer141@example.com,141,2026-09-03,ORD13188,2026-02-12T09:49:46,Yoga Mat Premium,3,SKU-SP-001,completed,30.38
Sports,mobile_app,BG,EUR,customer636@example.com,636,2026-08-26,ORD15982,1778493945,Yoga Mat Premium,2,SKU-SP-001,completed,32.21
Electronics,mobile_app,BG,EUR,customer636@example.com,636,2026-08-26,ORD15982,1778493945,Wireless Earbuds X2,1,SKU-EL-001,completed,78.06
Fashion,web,BG,EUR,customer1756@example.com,1756,2026-09-02,ORD11949,02/02/2026 21:20,Running Shoes Pro,1,SKU-FA-003,completed,93.87
Sports,web,BG,EUR,customer1756@example.com,1756,2026-09-02,ORD11949,02/02/2026 21:20,Yoga Mat Premium,1,SKU-SP-001,completed,29.93
Sports,web,BG,EUR,customer1756@example.com,1756,2026-09-02,ORD11949,02/02/2026 21:20,Adjustable Dumbbell Set,3,SKU-SP-002,completed,177.66
Sports,marketplace,DE,EUR,customer18@example.com,18,2026-08-24,ORD14289,2026-05-14T06:48:36,Adjustable Dumbbell Set,1,SKU-SP-002,completed,174.55
Home & Kitchen,marketplace,DE,EUR,customer18@example.com,18,2026-08-24,ORD14289,2026-05-14T06:48:36,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.89
Beauty,marketplace,DE,EUR,customer18@example.com,18,2026-08-24,ORD14289,2026-05-14T06:48:36,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.46
Sports,web,RO,EUR,customer681@example.com,681,2026-09-02,ORD12337,2026-01-11T01:23:25,Adjustable Dumbbell Set,1,SKU-SP-002,completed,177.85
Home & Kitchen,web,RO,EUR,customer681@example.com,681,2026-09-02,ORD12337,2026-01-11T01:23:25,Stainless Steel Kettle,1,SKU-HK-001,completed,45.03
Beauty,web,RO,EUR,customer681@example.com,681,2026-09-02,ORD12337,2026-01-11T01:23:25,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,60.78
Sports,mobile_app,DE,EUR,customer1642@example.com,1642,2026-08-26,ORD15303,27/03/2026 07:36,Adjustable Dumbbell Set,1,SKU-SP-002,completed,172.65
Beauty,marketplace,RO,RON,customer79@example.com,79,2026-08-28,ORD15809,1777175102,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.71
Home & Kitchen,marketplace,RO,RON,customer79@example.com,79,2026-08-28,ORD15809,1777175102,Stainless Steel Kettle,1,SKU-HK-001,completed,43.54
Electronics,marketplace,RO,RON,customer79@example.com,79,2026-08-28,ORD15809,1777175102,4K Action Camera,1,SKU-EL-004,completed,202.62
Home & Kitchen,marketplace,BG,EUR,customer72@example.com,72,2026-08-27,ORD14032,2026-03-18T06:28:01,Stainless Steel Kettle,3,SKU-HK-001,completed,40.74
Sports,marketplace,BG,EUR,customer72@example.com,72,2026-08-27,ORD14032,2026-03-18T06:28:01,Yoga Mat Premium,1,SKU-SP-001,completed,30.36
Electronics,web,HU,EUR,customer396@example.com,396,2026-08-30,ORD15306,26/05/2026 09:15,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.04
Home & Kitchen,web,DE,EUR,customer1617@example.com,1617,2026-08-23,ORD15125,2026-01-06T10:12:41,Stainless Steel Kettle,1,SKU-HK-001,completed,41.59
Sports,web,RO,EUR,customer1189@example.com,1189,2026-08-26,ORD15359,2026-06-20T22:44:00,Yoga Mat Premium,1,SKU-SP-001,completed,30.11
Fashion,marketplace,DE,RON,customer1509@example.com,1509,2026-08-29,ORD14064,2026-01-19T08:24:46,Men's Slim Fit Jeans,1,SKU-FA-001,completed,52.05
Home & Kitchen,marketplace,DE,RON,customer1509@example.com,1509,2026-08-29,ORD14064,2026-01-19T08:24:46,Stainless Steel Kettle,1,SKU-HK-001,completed,39.77
Fashion,mobile_app,RO,EUR,customer567@example.com,567,2026-08-28,ORD15854,10/04/2026 14:32,Men's Slim Fit Jeans,3,SKU-FA-001,completed,53.74
Electronics,mobile_app,RO,EUR,customer567@example.com,567,2026-08-28,ORD15854,10/04/2026 14:32,Bluetooth Speaker Mini,1,SKU-EL-003,completed,50.64
Books,web,RO,EUR,customer1398@example.com,1398,2026-08-31,ORD14350,2026-04-16T06:56:16,The Pragmatic Programmer,1,SKU-BK-002,completed,46.47
Books,web,RO,EUR,customer1398@example.com,1398,2026-08-31,ORD14350,2026-04-16T06:56:16,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.12
Sports,web,RO,EUR,customer930@example.com,930,2026-08-31,ORD11032,29/06/2026 09:14,Adjustable Dumbbell Set,1,SKU-SP-002,completed,172.98
Fashion,web,RO,EUR,customer930@example.com,930,2026-08-31,ORD11032,29/06/2026 09:14,Men's Slim Fit Jeans,2,SKU-FA-001,completed,57.89
Beauty,marketplace,DE,EUR,customer431@example.com,431,2026-09-01,ORD13310,2026-04-12T03:01:36,Vitamin C Serum 30ml,2,SKU-BE-001,completed,25.95
Fashion,marketplace,DE,EUR,customer431@example.com,431,2026-09-01,ORD13310,2026-04-12T03:01:36,Running Shoes Pro,1,SKU-FA-003,completed,81.67
Electronics,marketplace,DE,EUR,customer431@example.com,431,2026-09-01,ORD13310,2026-04-12T03:01:36,USB-C Fast Charger 65W,1,SKU-EL-002,completed,32.93
Books,web,DE,EUR,customer991@example.com,991,2026-08-24,ORD11683,2026-03-04T02:14:08,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.89
Electronics,web,DE,EUR,customer991@example.com,991,2026-08-24,ORD11683,2026-03-04T02:14:08,Bluetooth Speaker Mini,2,SKU-EL-003,completed,49.18
Fashion,marketplace,RO,RON,customer498@example.com,498,2026-08-23,ORD11902,1768137615,Running Shoes Pro,2,SKU-FA-O03,completed,96.9
Electronics,marketplace,RO,RON,customer498@example.com,498,2026-08-23,ORD11902,1768137615,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.41
Electronics,marketplace,RO,RON,customer498@example.com,498,2026-08-23,ORD11902,1768137615,Wireless Earbuds X2,2,SKU-EL-001,completed,82.78
Books,web,RO,EUR,customer274@example.com,274,2026-09-02,ORD12510,2026-04-08T23:55:16,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.39
Fashion,web,RO,EUR,customer274@example.com,274,2026-09-02,ORD12510,2026-04-08T23:55:16,Men's Slim Fit Jeans,1,SKU-FA-001,completed,51.45
Electronics,web,RO,EUR,customer960@example.com,960,2026-08-30,ORD11120,09/01/2026 23:21,4K Action Camera,2,SKU-EL-004,completed,184.36
Books,web,RO,EUR,customer960@example.com,960,2026-08-30,ORD11120,09/01/2026 23:21,The Pragmatic Programmer,2,SKU-BK-002,completed,41.56
Fashion,web,RO,EUR,customer960@example.com,960,2026-08-30,ORD11120,09/01/2026 23:21,Women's Wool Coat,3,SKU-FA-002,completed,144.97
Electronics,web,RO,EUR,customer734@example.com,734,2026-08-27,ORD11010,18/01/2026 07:58,Bluetooth Speaker Mini,2,SKU-EL-003,completed,47.87
Beauty,marketplace,BG,RON,customer1326@example.com,1326,2026-09-03,ORD12131,1768134268,Vitamin C Serum 30ml,2,SKU-BE-001,completed,25.84
Fashion,marketplace,BG,RON,customer1326@example.com,1326,2026-09-03,ORD12131,1768134268,Men's Slim Fit Jeans,2,SKU-FA-001,completed,58.33
Sports,marketplace,RO,EUR,customer1804@example.com,1804,2026-08-31,ORD12735,2026-01-19T03:23:40,Yoga Mat Premium,1,SKU-SP-001,completed,32.35
Fashion,marketplace,RO,EUR,customer1804@example.com,1804,2026-08-31,ORD12735,2026-01-19T03:23:40,Women's Wool Coat,2,SKU-FA-002,completed,151.15
Beauty,marketplace,RO,RON,customer92@example.com,92,2026-08-26,ORD15704,2026-05-25T10:26:49,Vitamin C Serum 30ml,1,SKU-BE-001,completed,27.33
Electronics,marketplace,RO,RON,customer92@example.com,92,2026-08-26,ORD15704,2026-05-25T10:26:49,USB-C Fast Charger 65W,1,SKU-EL-002,completed,33.73
Home & Kitchen,marketplace,RO,RON,customer92@example.com,92,2026-08-26,ORD15704,2026-05-25T10:26:49,Air Fryer 5L,1,SKU-HK-003,completed,108.05
Sports,web,DE,EUR,customer1037@example.com,1037,2026-08-28,ORD15989,2026-05-07T03:59:17,Adjustable Dumbbell Set,3,SKU-SP-002,completed,184.21
Fashion,web,DE,EUR,customer1037@example.com,1037,2026-08-28,ORD15989,2026-05-07T03:59:17,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.47
Home & Kitchen,web,DE,EUR,customer169@example.com,169,2026-08-24,ORD11149,1771406420,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.09
Home & Kitchen,web,DE,EUR,customer169@example.com,169,2026-08-24,ORD11149,1771406420,Stainless Steel Kettle,2,SKU-HK-001,completed,43.73
Beauty,web,DE,EUR,customer169@example.com,169,2026-08-24,ORD11149,1771406420,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,64.12
Home & Kitchen,web,DE,EUR,customer40@example.com,40,2026-08-25,ORD11795,2026-03-13T07:13:50,Air Fryer 5L,3,SKU HK 003,completed,122.91
Electronics,web,RO,EUR,customer1224@example.com,1224,2026-08-25,ORD15686,12/05/2026 07:57,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.5
Sports,web,RO,EUR,customer1224@example.com,1224,2026-08-25,ORD15686,12/05/2026 07:57,Yoga Mat Premium,1,SKU-SP-001,completed,32.38
Beauty,web,HU,EUR,customer1713@example.com,1713,2026-08-28,ORD12610,1772877863,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,60.75
Beauty,web,HU,EUR,customer551@example.com,551,2026-09-01,ORD15329,1774907601,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,64.58
Home & Kitchen,mobile_app,RO,EUR,customer1569@example.com,1569,2026-08-25,ORD15262,2026-04-09T07:24:48,Stainless Steel Kettle,1,SKU-HK-001,completed,42.18
Beauty,mobile_app,RO,EUR,customer1569@example.com,1569,2026-08-25,ORD15262,2026-04-09T07:24:48,Vitamin C Serum 30ml,1,SKU-BE-001,completed,25.13
Home & Kitchen,web,RO,RON,customer1336@example.com,1336,2026-09-02,ORD11563,1781627961,Air Fryer 5L,2,SKU-HK-003,completed,119.8
Electronics,web,RO,RON,customer1336@example.com,1336,2026-09-02,ORD11563,1781627961,4K Action Camera,1,SKU-EL-004,completed,199.15
Books,mobile_app,HU,EUR,internal.tester369@aqurate.ai,369,2026-08-25,ORD11872,2026-05-07T00:21:58,Atomic Habits (RO ed.),1,SKU-BK-001,test,18.87
Home & Kitchen,mobile_app,HU,EUR,internal.tester369@aqurate.ai,369,2026-08-25,ORD11872,2026-05-07T00:21:58,Stainless Steel Kettle,1,SKU-HK-001,test,46.02
Books,web,RO,EUR,customer523@example.com,523,2026-08-27,ORD10548,2026-02-10T21:32:29,The Pragmatic Programmer,1,SKU-BK-002,completed,47.65
Sports,web,RO,EUR,customer523@example.com,523,2026-08-27,ORD10548,2026-02-10T21:32:29,Yoga Mat Premium,1,SKU-SP-001,completed,31.8
Electronics,web,RO,EUR,customer523@example.com,523,2026-08-27,ORD10548,2026-02-10T21:32:29,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.76
Electronics,web,RO,EUR,customer402@example.com,402,2026-08-28,ORD12135,2026-05-03T12:46:24,4K Action Camera,1,SKU-EL-004,completed,177.56
Beauty,web,DE,RON,customer402@example.com,402,2026-08-27,ORD15063,21/01/2026 11:36,Vitamin C Serum 30ml,3,SKU-BE-001,completed,22.62
Fashion,web,DE,RON,customer402@example.com,402,2026-08-27,ORD15063,21/01/2026 11:36,Running Shoes Pro,1,SKU-FA-003,completed,89.92
Electronics,web,DE,RON,customer402@example.com,402,2026-08-27,ORD15063,21/01/2026 11:36,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.37
Books,web,RO,EUR,customer846@example.com,846,2026-08-28,ORD10132,1778488800,Atomic Habits (RO ed.),2,SKU-BK-001,completed,19.95
Beauty,web,HU,EUR,customer1928@example.com,1928,2026-08-28,ORD15916,1781037944,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,68.43
Home & Kitchen,mobile_app,BG,EUR,customer1785@example.com,1785,2026-09-02,ORD10876,09/06/2026 14:55,Air Fryer 5L,1,SKU-HK-003,completed,122.58
Electronics,mobile_app,BG,EUR,customer1785@example.com,1785,2026-09-02,ORD10876,09/06/2026 14:55,Wireless Earbuds X2,1,SKU-EL-001,completed,87.25
Electronics,web,DE,EUR,customer324@example.com,324,2026-08-30,ORD13256,2026-02-02T14:17:10,4K Action Camera,3,SKU-EL-004,completed,182.53
Books,web,HU,EUR,customer1596@example.com,1596,2026-09-01,ORD11605,1769926718,The Pragmatic Programmer,3,SKU-BK-002,refunded,43.3
Electronics,web,HU,EUR,customer1596@example.com,1596,2026-09-01,ORD11605,1769926718,USB-C Fast Charger 65W,1,SKU-EL-002,refunded,34.19
Beauty,web,HU,EUR,customer1596@example.com,1596,2026-09-01,ORD11605,1769926718,Vitamin C Serum 30ml,1,SKU-BE-001,refunded,22.86
Sports,web,DE,RON,customer1672@example.com,1672,2026-08-29,ORD11430,21/02/2026 13:23,Adjustable Dumbbell Set,1,SKU-SP-002,completed,181.49
Electronics,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.09
Electronics,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.09
Home & Kitchen,web,RO,RON,customer90@example.com,90,2026-08-27,ORD10136,2026-06-27T03:24:21,Air Fryer 5L,1,SKU-HK-003,completed,118.94
Electronics,web,RO,RON,customer955@example.com,955,2026-08-24,ORD11963,2026-02-16T14:46:08,Wireless Earbuds X2,2,SKU-EL-001,completed,82.04
Fashion,web,RO,RON,customer955@example.com,,2026-08-24,ORD11963,2026-02-16T14:46:08,Women's Wool Coat,1,SKU-FA-002,completed,156.51
Electronics,web,RO,EUR,customer1223@example.com,1223,2026-08-23,ORD10025,1772655606,4K Action Camera,1,SKU-EL-004,completed,198.45
Electronics,web,HU,RON,customer544@example.com,544,2026-08-28,ORD10203,2026-04-22T08:48:00,4K Action Camera,1,SKU-EL-004,completed,180.43
Fashion,web,RO,RON,customer1135@example.com,1135,2026-09-03,ORD14216,1767876972,Running Shoes Pro,1,SKU-FA-O03,completed,84.56
Electronics,web,RO,RON,customer1135@example.com,1135,2026-09-03,ORD14216,1767876972,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.83
Home & Kitchen,web,RO,EUR,customer360@example.com,360,2026-08-28,ORD15354,1779492247,Non-stick Frying Pan 28cm,3,SKU-HK-002,completed,27.33
Electronics,web,RO,RON,customer1586@example.com,1586,2026-08-30,ORD15214,2026-05-18T07:50:02,USB-C Fast Charger 65W,3,SKU-EL-002,completed,32.01
Fashion,web,RO,RON,customer1586@example.com,1586,2026-08-30,ORD15214,2026-05-18T07:50:02,Running Shoes Pro,1,SKU-FA-003,completed,86.05
Beauty,web,BG,EUR,customer91@example.com,91,2026-08-26,ORD10516,1780136222,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.65
Electronics,web,BG,EUR,customer91@example.com,91,2026-08-26,ORD10516,1780136222,Wireless Earbuds X2,1,SKU-EL-001,completed,999999
Sports,web,DE,EUR,internal.tester20@aqurate.ai,20,2026-09-02,ORD15558,2026-06-19T13:36:54,Adjustable Dumbbell Set,2,SKU-SP-002,test,174.56
Fashion,marketplace,RO,EUR,customer1006@example.com,1006,2026-08-29,ORD12146,04/05/2026 07:13,Men's Slim Fit Jeans,1,SKU-FA-001,completed,50.96
Beauty,marketplace,RO,EUR,customer1006@example.com,1006,2026-08-29,ORD12146,04/05/2026 07:13,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.21
Beauty,web,BG,RON,customer991@example.com,991,2026-09-02,ORD15243,2026-02-26T21:40:16,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.36
Fashion,web,BG,RON,customer991@example.com,991,2026-09-02,ORD15243,2026-02-26T21:40:16,Men's Slim Fit Jeans,1,SKU-FA-001,completed,55.07
Fashion,web,RO,EUR,customer1057@example.com,1057,2026-08-27,ORD13318,2026-04-12T05:58:06,Men's Slim Fit Jeans,2,SKU-FA-001,completed,60.24
Sports,web,RO,EUR,customer1057@example.com,1057,2026-08-27,ORD13318,2026-04-12T05:58:06,Yoga Mat Premium,1,SKU-SP-001,completed,33.54
Home & Kitchen,web,RO,EUR,customer1495@example.com,1495,2026-08-27,ORD14297,27/01/2026 14:38,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,25.92
Electronics,web,RO,EUR,customer1495@example.com,1495,2026-08-27,ORD14297,27/01/2026 14:38,4K Action Camera,1,SKU-EL-004,completed,184.86
,web,RO,EUR,customer1468@example.com,1468,2026-08-24,ORD13394,07/04/2026 23:26,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,29.22
,web,RO,EUR,customer1468@example.com,1468,2026-08-24,ORD13394,07/04/2026 23:26,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,29.22
Electronics,mobile_app,HU,RON,customer174@example.com,174,2026-08-31,ORD10322,2026-04-28T09:12:14,Bluetooth Speaker Mini,3,SKU-EL-003,completed,51.93
Sports,mobile_app,HU,RON,customer174@example.com,174,2026-08-31,ORD10322,2026-04-28T09:12:14,Adjustable Dumbbell Set,2,SKU-SP-002,completed,181.55
Fashion,web,RO,RON,customer1204@example.com,1204,2026-08-23,ORD10893,10/06/2026 22:50,Women's Wool Coat,3,SKU-FA-002,completed,159.34
Fashion,web,RO,EUR,customer319@example.com,319,2026-08-23,ORD10561,1781537073,Women's Wool Coat,1,SKU-FA-002,completed,143.59
Electronics,web,RO,EUR,customer319@example.com,319,2026-08-23,ORD10561,1781537073,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.83
Beauty,mobile_app,RO,EUR,customer683@example.com,683,2026-09-01,ORD13831,2026-02-13T11:07:24,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,66.03
Beauty,web,RO,EUR,customer982@example.com,982,2026-08-24,ORD12472,05/01/2026 16:24,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,67.06
Books,web,RO,EUR,customer982@example.com,982,2026-08-24,ORD12472,05/01/2026 16:24,Atomic Habits (RO ed.),2,SKU-BK-001,completed,20.34
Sports,mobile_app,RO,EUR,customer1284@example.com,1284,2026-09-02,ORD12000,15/06/2026 07:11,Adjustable Dumbbell Set,1,SKU-SP-002,completed,189.81
Fashion,web,RO,RON,customer331@example.com,331,2026-09-02,ORD14201,2026-01-21T11:26:18,Running Shoes Pro,1,SKU-FA-003,completed,86.86
Fashion,web,RO,RON,customer638@example.com,638,2026-08-31,ORD14789,26/04/2026 03:53,Men's Slim Fit Jeans,1,SKU-FA-001,completed,50.71
Sports,web,RO,EUR,customer931@example.com,931,2026-08-26,ORD10748,01/02/2026 17:31,Adjustable Dumbbell Set,1,SKU-SP-002,completed,174.83
Books,web,RO,EUR,customer931@example.com,931,2026-08-26,ORD10748,01/02/2026 17:31,Atomic Habits (RO ed.),2,SKU-BK-001,completed,19.64
Beauty,mobile_app,RO,EUR,customer692@example.com,692,2026-09-01,ORD10118,1776182963,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.31
Sports,mobile_app,RO,EUR,customer692@example.com,692,2026-09-01,ORD10118,1776182963,Adjustable Dumbbell Set,1,SKU-SP-002,completed,191.16
